source airport,destination airport,airplane type,total Cost,break even cost per ticket
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,12004.71821784594,250.09829620512377
Minneapolis-Saint Paul International Airport,Denver International Airport,Boeing 737-600,11648.644318092709,326.2925579297678
Minneapolis-Saint Paul International Airport,Denver International Airport,Boeing 767-800,13560.805397615886,239.16764369692922
Minneapolis-Saint Paul International Airport,Denver International Airport,Airbus A200-100,11380.27083324735,280.99434156166296
Minneapolis-Saint Paul International Airport,Denver International Airport,Airbus A220-300,10373.870265077257,216.12229718910953
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Boeing 737-600,7750.062763064119,217.08859280291654
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Boeing 767-800,8687.578453830149,153.22007855079627
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Airbus A200-100,7618.481613482923,188.11065712303514
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Airbus A220-300,7125.052302553433,148.43858963652985
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Boeing 737-600,21259.6813370216,595.5092811490645
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Boeing 767-800,25574.601671277003,451.05117586026466
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Airbus A200-100,20654.078483091023,509.97724649607466
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Airbus A220-300,18383.067780851336,382.9805787677362
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Boeing 737-600,15541.567840516565,435.3380347483632
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Boeing 767-800,18426.95980064571,324.9904726745275
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Airbus A200-100,15136.600547866863,373.7432234041201
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Airbus A220-300,13617.973200430471,283.70777500896816
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Boeing 737-600,18602.261702592776,521.0717563751479
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Boeing 767-800,22252.827128240973,392.46608691783024
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Airbus A200-100,18089.90164285268,446.6642380951279
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Airbus A220-300,16168.551418827312,336.844821225569
Minneapolis-Saint Paul International Airport,Orlando International Airport,Boeing 737-600,18760.876660088834,525.5147523834407
Minneapolis-Saint Paul International Airport,Orlando International Airport,Boeing 767-800,22451.095825111042,395.9628893317645
Minneapolis-Saint Paul International Airport,Orlando International Airport,Airbus A200-100,18242.951163243615,450.44323859860776
Minneapolis-Saint Paul International Airport,Orlando International Airport,Airbus A220-300,16300.730550074028,339.59855312654224
Minneapolis-Saint Paul International Airport,Miami International Airport,Boeing 737-600,20911.51490406358,585.756720001781
Minneapolis-Saint Paul International Airport,Miami International Airport,Boeing 767-800,25139.393630079478,443.37554903138414
Minneapolis-Saint Paul International Airport,Miami International Airport,Airbus A200-100,20318.128416201704,501.68218311609144
Minneapolis-Saint Paul International Airport,Miami International Airport,Airbus A220-300,18092.929086719647,376.93602263999264
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Boeing 737-600,14457.76811169458,404.9794989270191
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Boeing 767-800,17072.210139618226,301.09718059291407
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Airbus A200-100,14090.8288797053,347.92170073346415
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Airbus A220-300,12714.806759745485,264.8918074946976
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Boeing 737-600,19702.21794435894,551.8828555842841
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Boeing 767-800,23627.77243044868,416.7155631472431
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Airbus A200-100,19151.2629287674,472.87068959919503
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Airbus A220-300,17085.181620299118,355.9412837562316
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,18351.988668780938,514.0613072487658
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,21939.98583597617,386.9486038091036
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,17848.41011899915,440.7014844197321
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,15959.990557317447,332.4998032774468
Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,Boeing 737-600,15310.087562833995,428.85399335669456
Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,Boeing 767-800,18137.609453542493,319.8872919496031
Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,Airbus A200-100,14913.2423851907,368.2282070417457
Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,Airbus A220-300,13425.07296902833,279.6890201880902
Minneapolis-Saint Paul International Airport,San Francisco International Airport,Boeing 737-600,21849.910346149874,612.0423066148425
Minneapolis-Saint Paul International Airport,San Francisco International Airport,Boeing 767-800,26312.387932687343,464.0632792361084
Minneapolis-Saint Paul International Airport,San Francisco International Airport,Airbus A200-100,21223.59770242532,524.0394494426005
Minneapolis-Saint Paul International Airport,San Francisco International Airport,Airbus A220-300,18874.92528845823,393.22761017621315
Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,Boeing 737-600,15653.330313025044,438.46863621918897
Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,Boeing 767-800,18566.662891281303,327.4543719802699
Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,Airbus A200-100,15244.441530111888,376.40596370646637
Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,Airbus A220-300,13711.108594187537,285.6480957122404
Minneapolis-Saint Paul International Airport,Logan International Airport,Boeing 737-600,16609.930924382992,465.26417155134436
Minneapolis-Saint Paul International Airport,Logan International Airport,Boeing 767-800,19762.413655478736,348.5434507139107
Minneapolis-Saint Paul International Airport,Logan International Airport,Airbus A200-100,16167.477207737975,399.19696809229566
Minneapolis-Saint Paul International Airport,Logan International Airport,Airbus A220-300,14508.275770319158,302.2557452149825
Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,20754.741756823023,581.3653153171716
Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,24943.427196028777,439.91935089997844
Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,20166.856081145022,497.94706373197585
Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,17962.28479735252,374.2142666115108
Minneapolis-Saint Paul International Airport,LaGuardia Airport,Boeing 737-600,15450.443540981625,432.7855333608299
Minneapolis-Saint Paul International Airport,LaGuardia Airport,Boeing 767-800,18313.054426227034,322.98155954545035
Minneapolis-Saint Paul International Airport,LaGuardia Airport,Airbus A200-100,15048.673592175255,371.57218746111744
Minneapolis-Saint Paul International Airport,LaGuardia Airport,Airbus A220-300,13542.036284151354,282.1257559198199
Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,Boeing 737-600,9928.313905265662,278.1040309598225
Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,Boeing 767-800,11410.39238158208,201.24148821132417
Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,Airbus A200-100,9720.302891045816,240.00747879125473
Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,Airbus A220-300,8940.261587721387,186.25544974419554
Minneapolis-Saint Paul International Airport,Philadelphia International Airport,Boeing 737-600,15004.502648351885,420.2941918305851
Minneapolis-Saint Paul International Airport,Philadelphia International Airport,Boeing 767-800,17755.628310439857,313.15041111886876
Minneapolis-Saint Paul International Airport,Philadelphia International Airport,Airbus A200-100,14618.379748409716,360.9476481088819
Minneapolis-Saint Paul International Airport,Philadelphia International Airport,Airbus A220-300,13170.41887362657,274.3837265338869
Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,Boeing 737-600,15139.3905607267,424.07256472623817
Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,Boeing 767-800,17924.238200908378,316.1241305274846
Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,Airbus A200-100,14748.534751578398,364.1613518908246
Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,Airbus A220-300,13282.82546727225,276.7255305681719
Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,14449.239986374676,404.7406158648369
Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,17061.549982968347,300.9091707754559
Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,14082.59998685276,347.7185181938953
Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,12707.699988645563,264.7437497634492
Minneapolis-Saint Paul International Airport,San Diego International Airport,Boeing 737-600,21233.90217515176,594.7871757745592
Minneapolis-Saint Paul International Airport,San Diego International Airport,Boeing 767-800,25542.377718939704,450.48285218588546
Minneapolis-Saint Paul International Airport,San Diego International Airport,Airbus A200-100,20629.203853216615,509.363058104114
